TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-25,2026-06-25,FO,NSE,STO,83443,,ADANIENSOL,,2026-06-30,2026-06-30,1200.00,CE,ADANIENSOL26JUN1200CE,0.00,0.00,0.00,332.00,332.00,332.00,1507.90,308.95,135675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65783,,ADANIENSOL,,2026-06-30,2026-06-30,1340.00,PE,ADANIENSOL26JUN1340PE,1.20,1.30,0.80,0.95,0.80,1.35,1507.90,0.95,67500,-1350,54,48880968.75,51,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,35365,,ADANIENSOL,,2026-06-30,2026-06-30,1320.00,PE,ADANIENSOL26JUN1320PE,1.20,1.25,0.95,1.10,1.10,1.30,1507.90,1.10,37800,-675,36,32103337.50,21,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67399,,ADANIENSOL,,2026-08-25,2026-08-25,1560.00,CE,ADANIENSOL26AUG1560CE,0.00,0.00,0.00,129.50,0.00,129.50,1507.90,117.30,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67401,,ADANIENSOL,,2026-08-25,2026-08-25,1600.00,CE,ADANIENSOL26AUG1600CE,0.00,0.00,0.00,115.40,0.00,115.40,1507.90,101.75,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83442,,ADANIENSOL,,2026-06-30,2026-06-30,1160.00,PE,ADANIENSOL26JUN1160PE,0.30,0.30,0.30,0.30,0.30,0.55,1507.90,0.00,46575,0,2,1566405.00,1,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83452,,ADANIENSOL,,2026-06-30,2026-06-30,1360.00,PE,ADANIENSOL26JUN1360PE,0.75,1.40,0.75,1.25,1.25,2.00,1507.90,1.90,58725,-4725,33,30320763.75,31,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,58541,,ADANIENSOL,,2026-06-30,2026-06-30,1720.00,PE,ADANIENSOL26JUN1720PE,0.00,0.00,0.00,224.25,224.25,224.25,1507.90,211.40,2025,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67384,,ADANIENSOL,,2026-08-25,2026-08-25,1320.00,PE,ADANIENSOL26AUG1320PE,0.00,0.00,0.00,83.05,0.00,83.05,1507.90,47.80,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67329,,ADANIENSOL,,2026-07-28,2026-07-28,1660.00,CE,ADANIENSOL26JUL1660CE,35.00,35.00,34.60,34.60,34.60,35.00,1507.90,46.35,6750,6075,9,10296213.75,7,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67373,,ADANIENSOL,,2026-08-25,2026-08-25,1240.00,CE,ADANIENSOL26AUG1240CE,0.00,0.00,0.00,297.75,0.00,297.75,1507.90,309.70,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,49380,,ADANIENSOL,,2026-06-30,2026-06-30,1480.00,CE,ADANIENSOL26JUN1480CE,45.00,60.20,31.80,39.00,31.80,38.15,1507.90,39.00,92475,-69525,145,149721817.50,104,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65818,,ADANIENSOL,,2026-07-28,2026-07-28,1240.00,CE,ADANIENSOL26JUL1240CE,0.00,0.00,0.00,275.00,275.00,275.00,1507.90,286.70,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67317,,ADANIENSOL,,2026-07-28,2026-07-28,1500.00,CE,ADANIENSOL26JUL1500CE,94.00,110.10,89.30,93.10,93.60,92.80,1507.90,93.10,279450,57375,205,221302833.75,134,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65819,,ADANIENSOL,,2026-07-28,2026-07-28,1240.00,PE,ADANIENSOL26JUL1240PE,0.00,0.00,0.00,13.10,13.10,13.10,1507.90,11.40,4050,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STF,61098,,ADANIENSOL,,2026-07-28,2026-07-28,,,ADANIENSOL26JULFUT,1515.00,1542.50,1508.60,1514.90,1509.40,1507.70,1507.90,1514.90,13281300,5503950,9499,9806644417.50,6802,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67303,,ADANIENSOL,,2026-07-28,2026-07-28,1260.00,CE,ADANIENSOL26JUL1260CE,0.00,0.00,0.00,260.25,0.00,260.25,1507.90,269.50,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65836,,ADANIENSOL,,2026-07-28,2026-07-28,1600.00,CE,ADANIENSOL26JUL1600CE,52.95,63.40,49.00,50.15,49.15,51.60,1507.90,50.15,197775,-14175,176,196864155.00,159,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83438,,ADANIENSOL,,2026-06-30,2026-06-30,1080.00,PE,ADANIENSOL26JUN1080PE,0.70,0.70,0.25,0.30,0.30,0.50,1507.90,0.30,39150,-1350,17,12397623.75,12,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65785,,ADANIENSOL,,2026-06-30,2026-06-30,1380.00,PE,ADANIENSOL26JUN1380PE,1.20,2.00,1.15,1.95,1.95,2.85,1507.90,3.25,52650,-11475,37,34502591.25,30,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67398,,ADANIENSOL,,2026-08-25,2026-08-25,1520.00,PE,ADANIENSOL26AUG1520PE,0.00,0.00,0.00,179.30,0.00,179.30,1507.90,130.00,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67382,,ADANIENSOL,,2026-08-25,2026-08-25,1280.00,PE,ADANIENSOL26AUG1280PE,0.00,0.00,0.00,60.00,60.00,60.00,1507.90,37.10,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STF,58087,,ADANIENSOL,,2026-08-25,2026-08-25,,,ADANIENSOL26AUGFUT,1535.50,1549.00,1519.00,1521.00,1523.00,1513.10,1507.90,1521.00,76950,4725,24,24843577.50,24,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,57444,,ADANIENSOL,,2026-06-30,2026-06-30,1640.00,CE,ADANIENSOL26JUN1640CE,1.25,2.75,0.65,1.10,0.65,2.30,1507.90,1.10,529200,-8775,194,214963841.25,178,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67307,,ADANIENSOL,,2026-07-28,2026-07-28,1340.00,CE,ADANIENSOL26JUL1340CE,200.00,200.00,200.00,200.00,200.00,206.85,1507.90,205.35,675,675,1,1039500.00,1,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67309,,ADANIENSOL,,2026-07-28,2026-07-28,1380.00,CE,ADANIENSOL26JUL1380CE,0.00,0.00,0.00,183.10,0.00,183.10,1507.90,176.60,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65773,,ADANIENSOL,,2026-06-30,2026-06-30,1140.00,PE,ADANIENSOL26JUN1140PE,0.00,0.00,0.00,0.70,0.70,0.70,1507.90,0.00,1350,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65795,,ADANIENSOL,,2026-06-30,2026-06-30,1580.00,PE,ADANIENSOL26JUN1580PE,63.00,73.85,61.00,73.85,73.85,86.35,1507.90,84.10,49275,-4725,10,11119038.75,10,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67330,,ADANIENSOL,,2026-07-28,2026-07-28,1660.00,PE,ADANIENSOL26JUL1660PE,0.00,0.00,0.00,248.70,0.00,248.70,1507.90,188.55,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67390,,ADANIENSOL,,2026-08-25,2026-08-25,1400.00,PE,ADANIENSOL26AUG1400PE,0.00,0.00,0.00,116.70,0.00,116.70,1507.90,74.75,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67400,,ADANIENSOL,,2026-08-25,2026-08-25,1560.00,PE,ADANIENSOL26AUG1560PE,0.00,0.00,0.00,203.15,0.00,203.15,1507.90,152.20,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83449,,ADANIENSOL,,2026-06-30,2026-06-30,1280.00,CE,ADANIENSOL26JUN1280CE,0.00,0.00,0.00,19.80,0.00,19.80,1507.90,229.15,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65796,,ADANIENSOL,,2026-06-30,2026-06-30,1620.00,CE,ADANIENSOL26JUN1620CE,2.55,4.15,1.20,1.60,1.65,3.15,1507.90,1.60,475875,-4725,212,232155247.50,189,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65800,,ADANIENSOL,,2026-06-30,2026-06-30,1700.00,CE,ADANIENSOL26JUN1700CE,1.00,1.50,0.50,0.55,0.60,1.30,1507.90,0.55,114075,-37800,185,212391450.00,133,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67325,,ADANIENSOL,,2026-07-28,2026-07-28,1580.00,CE,ADANIENSOL26JUL1580CE,0.00,0.00,0.00,58.00,58.00,58.00,1507.90,71.35,5400,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67403,,ADANIENSOL,,2026-08-25,2026-08-25,1640.00,CE,ADANIENSOL26AUG1640CE,0.00,0.00,0.00,102.55,0.00,102.55,1507.90,87.90,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,57445,,ADANIENSOL,,2026-06-30,2026-06-30,1640.00,PE,ADANIENSOL26JUN1640PE,0.00,0.00,0.00,150.25,150.25,150.25,1507.90,135.10,18900,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65823,,ADANIENSOL,,2026-07-28,2026-07-28,1320.00,PE,ADANIENSOL26JUL1320PE,0.00,0.00,0.00,93.40,0.00,93.40,1507.90,24.80,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67310,,ADANIENSOL,,2026-07-28,2026-07-28,1380.00,PE,ADANIENSOL26JUL1380PE,21.55,31.00,21.55,31.00,31.00,35.80,1507.90,31.00,4725,4050,10,9512471.25,10,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65843,,ADANIENSOL,,2026-07-28,2026-07-28,1720.00,PE,ADANIENSOL26JUL1720PE,210.00,210.00,209.00,209.00,209.00,240.00,1507.90,234.65,8100,6750,10,13021425.00,4,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,53853,,ADANIENSOL,,2026-06-30,2026-06-30,1560.00,CE,ADANIENSOL26JUN1560CE,9.40,16.60,6.25,7.40,6.75,9.70,1507.90,7.40,230850,-60750,1233,1307833863.75,1119,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65789,,ADANIENSOL,,2026-06-30,2026-06-30,1460.00,PE,ADANIENSOL26JUN1460PE,11.75,11.75,3.60,6.35,6.00,11.75,1507.90,6.35,118800,-34425,565,559098078.75,445,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67389,,ADANIENSOL,,2026-08-25,2026-08-25,1400.00,CE,ADANIENSOL26AUG1400CE,0.00,0.00,0.00,200.70,0.00,200.70,1507.90,198.05,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65775,,ADANIENSOL,,2026-06-30,2026-06-30,1180.00,PE,ADANIENSOL26JUN1180PE,0.60,0.65,0.35,0.35,0.35,0.85,1507.90,0.35,14175,-6075,11,8765651.25,3,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,53854,,ADANIENSOL,,2026-06-30,2026-06-30,1560.00,PE,ADANIENSOL26JUN1560PE,56.00,60.00,45.00,52.00,52.00,68.75,1507.90,69.25,141750,-12825,23,24990491.25,23,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65825,,ADANIENSOL,,2026-07-28,2026-07-28,1360.00,PE,ADANIENSOL26JUL1360PE,0.00,0.00,0.00,110.60,0.00,110.60,1507.90,34.70,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65829,,ADANIENSOL,,2026-07-28,2026-07-28,1440.00,PE,ADANIENSOL26JUL1440PE,47.00,47.00,47.00,47.00,47.00,56.00,1507.90,61.65,1350,675,1,1003725.00,1,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67326,,ADANIENSOL,,2026-07-28,2026-07-28,1580.00,PE,ADANIENSOL26JUL1580PE,0.00,0.00,0.00,193.60,0.00,193.60,1507.90,134.00,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65837,,ADANIENSOL,,2026-07-28,2026-07-28,1600.00,PE,ADANIENSOL26JUL1600PE,124.15,124.15,119.75,121.70,121.70,140.00,1507.90,146.85,112725,675,5,5810805.00,5,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67378,,ADANIENSOL,,2026-08-25,2026-08-25,1240.00,PE,ADANIENSOL26AUG1240PE,0.00,0.00,0.00,56.10,0.00,56.10,1507.90,28.15,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67305,,ADANIENSOL,,2026-07-28,2026-07-28,1300.00,CE,ADANIENSOL26JUL1300CE,237.00,250.00,237.00,249.00,249.00,216.75,1507.90,236.40,12825,2700,8,8351100.00,4,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67314,,ADANIENSOL,,2026-07-28,2026-07-28,1460.00,CE,ADANIENSOL26JUL1460CE,0.00,0.00,0.00,130.05,130.05,130.05,1507.90,126.65,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65768,,ADANIENSOL,,2026-06-30,2026-06-30,1140.00,CE,ADANIENSOL26JUN1140CE,0.00,0.00,0.00,360.00,360.00,360.00,1507.90,368.90,14850,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,35364,,ADANIENSOL,,2026-06-30,2026-06-30,1320.00,CE,ADANIENSOL26JUN1320CE,219.60,219.60,219.60,219.60,219.60,165.05,1507.90,189.60,2025,0,2,2078460.00,2,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67321,,ADANIENSOL,,2026-07-28,2026-07-28,1540.00,CE,ADANIENSOL26JUL1540CE,85.00,89.70,72.00,73.15,72.50,75.00,1507.90,73.15,81675,6075,69,75520890.00,61,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65828,,ADANIENSOL,,2026-07-28,2026-07-28,1440.00,CE,ADANIENSOL26JUL1440CE,0.00,0.00,0.00,135.00,135.00,135.00,1507.90,138.15,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67393,,ADANIENSOL,,2026-08-25,2026-08-25,1480.00,CE,ADANIENSOL26AUG1480CE,0.00,0.00,0.00,162.05,0.00,162.05,1507.90,153.85,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65779,,ADANIENSOL,,2026-06-30,2026-06-30,1260.00,PE,ADANIENSOL26JUN1260PE,0.25,0.25,0.25,0.25,0.25,2.00,1507.90,0.05,31725,0,1,850668.75,1,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83450,,ADANIENSOL,,2026-06-30,2026-06-30,1280.00,PE,ADANIENSOL26JUN1280PE,0.20,0.85,0.20,0.60,0.60,0.90,1507.90,0.15,8775,-2700,12,10374007.50,12,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65793,,ADANIENSOL,,2026-06-30,2026-06-30,1540.00,PE,ADANIENSOL26JUN1540PE,42.35,50.80,29.95,44.50,50.80,55.00,1507.90,44.50,105300,-47925,127,135137700.00,96,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,49383,,ADANIENSOL,,2026-06-30,2026-06-30,1600.00,PE,ADANIENSOL26JUN1600PE,88.00,90.00,75.00,88.00,88.00,105.55,1507.90,88.00,86400,-29700,50,56822377.50,41,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65799,,ADANIENSOL,,2026-06-30,2026-06-30,1660.00,PE,ADANIENSOL26JUN1660PE,0.00,0.00,0.00,145.85,145.85,145.85,1507.90,153.60,1350,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67306,,ADANIENSOL,,2026-07-28,2026-07-28,1300.00,PE,ADANIENSOL26JUL1300PE,21.00,21.00,12.30,17.50,16.55,21.00,1507.90,17.50,20250,10800,46,40834901.25,42,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67313,,ADANIENSOL,,2026-07-28,2026-07-28,1420.00,PE,ADANIENSOL26JUL1420PE,40.00,40.00,40.00,40.00,40.00,103.50,1507.90,53.95,675,675,1,985500.00,1,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67392,,ADANIENSOL,,2026-08-25,2026-08-25,1440.00,PE,ADANIENSOL26AUG1440PE,0.00,0.00,0.00,136.00,0.00,136.00,1507.90,91.25,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83441,,ADANIENSOL,,2026-06-30,2026-06-30,1160.00,CE,ADANIENSOL26JUN1160CE,0.00,0.00,0.00,354.25,354.25,354.25,1507.90,348.90,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65784,,ADANIENSOL,,2026-06-30,2026-06-30,1380.00,CE,ADANIENSOL26JUN1380CE,0.00,0.00,0.00,124.00,124.00,124.00,1507.90,132.35,62100,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65790,,ADANIENSOL,,2026-06-30,2026-06-30,1500.00,CE,ADANIENSOL26JUN1500CE,30.80,46.00,17.80,26.75,17.80,27.50,1507.90,26.75,284175,-420525,2158,2234665023.75,1353,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,41253,,ADANIENSOL,,2026-06-30,2026-06-30,1520.00,CE,ADANIENSOL26JUN1520CE,21.05,32.45,13.70,17.65,14.50,19.45,1507.90,17.65,211950,-40500,1672,1742449758.75,1430,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67273,,ADANIENSOL,,2026-06-30,2026-06-30,1740.00,CE,ADANIENSOL26JUN1740CE,0.65,1.00,0.35,0.55,0.40,1.05,1507.90,0.55,122175,-16875,936,1099771188.75,845,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STF,62342,,ADANIENSOL,,2026-06-30,2026-06-30,,,ADANIENSOL26JUNFUT,1507.80,1533.00,1498.50,1506.00,1504.90,1499.60,1507.90,1506.00,7064550,-5559975,9455,9705798135.00,6725,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65780,,ADANIENSOL,,2026-06-30,2026-06-30,1300.00,CE,ADANIENSOL26JUN1300CE,207.60,230.25,207.60,230.25,230.25,202.45,1507.90,209.30,101925,-1350,7,7153987.50,2,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65822,,ADANIENSOL,,2026-07-28,2026-07-28,1320.00,CE,ADANIENSOL26JUL1320CE,227.80,227.80,227.80,227.80,227.80,227.80,1507.90,220.60,1350,1350,2,2089530.00,1,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65834,,ADANIENSOL,,2026-07-28,2026-07-28,1560.00,CE,ADANIENSOL26JUL1560CE,73.00,78.85,58.95,58.95,58.95,62.85,1507.90,58.95,11475,2025,26,28629956.25,24,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67385,,ADANIENSOL,,2026-08-25,2026-08-25,1360.00,CE,ADANIENSOL26AUG1360CE,0.00,0.00,0.00,222.45,0.00,222.45,1507.90,223.15,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65831,,ADANIENSOL,,2026-07-28,2026-07-28,1480.00,PE,ADANIENSOL26JUL1480PE,61.15,66.30,59.30,66.30,66.30,61.15,1507.90,66.30,8775,4725,20,20826956.25,15,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65835,,ADANIENSOL,,2026-07-28,2026-07-28,1560.00,PE,ADANIENSOL26JUL1560PE,101.00,110.00,101.00,110.00,110.00,101.30,1507.90,110.00,1350,675,2,2248425.00,2,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65830,,ADANIENSOL,,2026-07-28,2026-07-28,1480.00,CE,ADANIENSOL26JUL1480CE,0.00,0.00,0.00,106.30,106.30,106.30,1507.90,115.85,2700,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67391,,ADANIENSOL,,2026-08-25,2026-08-25,1440.00,CE,ADANIENSOL26AUG1440CE,0.00,0.00,0.00,180.55,0.00,180.55,1507.90,174.95,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65777,,ADANIENSOL,,2026-06-30,2026-06-30,1220.00,PE,ADANIENSOL26JUN1220PE,0.55,0.55,0.55,0.55,0.55,1.30,1507.90,0.05,675,-675,1,823871.25,1,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83446,,ADANIENSOL,,2026-06-30,2026-06-30,1240.00,PE,ADANIENSOL26JUN1240PE,0.00,0.00,0.00,0.80,0.80,0.80,1507.90,0.05,16200,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65838,,ADANIENSOL,,2026-07-28,2026-07-28,1640.00,CE,ADANIENSOL26JUL1640CE,45.00,48.50,43.25,43.25,43.25,40.50,1507.90,51.80,56025,37800,71,80762636.25,37,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65791,,ADANIENSOL,,2026-06-30,2026-06-30,1500.00,PE,ADANIENSOL26JUN1500PE,24.00,32.90,11.00,18.35,18.00,28.40,1507.90,18.35,191025,-81000,954,976282065.00,784,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65821,,ADANIENSOL,,2026-07-28,2026-07-28,1280.00,PE,ADANIENSOL26JUL1280PE,0.00,0.00,0.00,18.00,18.00,18.00,1507.90,17.15,4725,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67308,,ADANIENSOL,,2026-07-28,2026-07-28,1340.00,PE,ADANIENSOL26JUL1340PE,0.00,0.00,0.00,69.80,0.00,69.80,1507.90,29.45,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67324,,ADANIENSOL,,2026-07-28,2026-07-28,1540.00,PE,ADANIENSOL26JUL1540PE,96.00,96.00,85.65,85.65,85.65,97.05,1507.90,110.15,7425,2700,10,11013198.75,10,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67328,,ADANIENSOL,,2026-07-28,2026-07-28,1620.00,PE,ADANIENSOL26JUL1620PE,0.00,0.00,0.00,170.00,170.00,170.00,1507.90,160.20,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65841,,ADANIENSOL,,2026-07-28,2026-07-28,1680.00,PE,ADANIENSOL26JUL1680PE,0.00,0.00,0.00,198.00,198.00,198.00,1507.90,203.55,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67394,,ADANIENSOL,,2026-08-25,2026-08-25,1480.00,PE,ADANIENSOL26AUG1480PE,0.00,0.00,0.00,156.85,0.00,156.85,1507.90,109.65,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83437,,ADANIENSOL,,2026-06-30,2026-06-30,1080.00,CE,ADANIENSOL26JUN1080CE,0.00,0.00,0.00,421.10,421.10,421.10,1507.90,428.85,675,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65788,,ADANIENSOL,,2026-06-30,2026-06-30,1460.00,CE,ADANIENSOL26JUN1460CE,65.00,77.45,48.55,54.80,51.00,51.15,1507.90,54.80,64800,-26325,54,55460565.00,46,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65798,,ADANIENSOL,,2026-06-30,2026-06-30,1660.00,CE,ADANIENSOL26JUN1660CE,1.00,1.80,0.50,0.60,0.50,1.65,1507.90,0.60,417825,-28350,297,333005748.75,262,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,67311,,ADANIENSOL,,2026-07-28,2026-07-28,1420.00,CE,ADANIENSOL26JUL1420CE,0.00,0.00,0.00,161.35,0.00,161.35,1507.90,150.30,0,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,49381,,ADANIENSOL,,2026-06-30,2026-06-30,1480.00,PE,ADANIENSOL26JUN1480PE,13.15,13.15,6.35,10.50,10.75,19.10,1507.90,10.50,179550,20250,487,489764238.75,420,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,41252,,ADANIENSOL,,2026-06-30,2026-06-30,1400.00,PE,ADANIENSOL26JUN1400PE,2.10,2.80,1.50,1.85,1.75,3.85,1507.90,1.85,260550,-31725,140,132486300.00,113,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83439,,ADANIENSOL,,2026-06-30,2026-06-30,1120.00,CE,ADANIENSOL26JUN1120CE,0.00,0.00,0.00,385.00,385.00,385.00,1507.90,388.85,2025,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,41256,,ADANIENSOL,,2026-06-30,2026-06-30,1520.00,PE,ADANIENSOL26JUN1520PE,30.00,34.75,20.00,28.00,30.10,40.05,1507.90,28.00,89775,-40500,337,351486033.75,274,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65826,,ADANIENSOL,,2026-07-28,2026-07-28,1400.00,CE,ADANIENSOL26JUL1400CE,155.00,164.00,150.00,157.00,157.00,145.05,1507.90,163.10,4725,-2025,11,11567306.25,10,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,58536,,ADANIENSOL,,2026-06-30,2026-06-30,1720.00,CE,ADANIENSOL26JUN1720CE,1.00,1.40,0.40,0.55,0.55,1.55,1507.90,0.55,33750,0,361,419329845.00,321,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,51736,,ADANIENSOL,,2026-06-30,2026-06-30,1680.00,CE,ADANIENSOL26JUN1680CE,1.90,1.95,0.50,0.60,0.60,2.00,1507.90,0.60,58050,-10125,55,62416946.25,38,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,65786,,ADANIENSOL,,2026-06-30,2026-06-30,1420.00,CE,ADANIENSOL26JUN1420CE,0.00,0.00,0.00,86.70,86.70,86.70,1507.90,97.40,63450,0,0,0.00,0,F1,675,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,83451,,ADANIENSOL,,2026-06-30,2026-06-30,1360.00,CE,ADANIENSOL26JUN1360CE,0.00,0.00,0.00,153.70,153.70,153.70,1507.90,150.95,58725,0,0,0.00,0,F1,675,,,,,
