TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-06-25,2026-06-25,FO,NSE,STO,106428,,INDHOTEL,,2026-07-28,2026-07-28,745.00,PE,INDHOTEL26JUL745PE,0.00,0.00,0.00,92.25,0.00,92.25,720.65,40.85,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,125997,,INDHOTEL,,2026-06-30,2026-06-30,570.00,CE,INDHOTEL26JUN570CE,0.00,0.00,0.00,44.85,0.00,44.85,720.65,151.15,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106401,,INDHOTEL,,2026-07-28,2026-07-28,685.00,PE,INDHOTEL26JUL685PE,0.00,0.00,0.00,49.60,0.00,49.60,720.65,13.05,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126231,,INDHOTEL,,2026-06-30,2026-06-30,680.00,PE,INDHOTEL26JUN680PE,0.25,0.40,0.20,0.35,0.30,0.35,720.65,0.35,209000,-10000,19,12925800.00,18,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103491,,INDHOTEL,,2026-06-30,2026-06-30,645.00,PE,INDHOTEL26JUN645PE,0.10,0.30,0.10,0.20,0.20,0.15,720.65,0.05,70000,-2000,8,5161600.00,6,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126126,,INDHOTEL,,2026-06-30,2026-06-30,590.00,PE,INDHOTEL26JUN590PE,0.00,0.00,0.00,0.10,0.10,0.10,720.65,0.00,15000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103517,,INDHOTEL,,2026-06-30,2026-06-30,715.00,PE,INDHOTEL26JUN715PE,1.55,2.40,1.20,2.15,2.00,2.20,720.65,2.15,96000,-6000,130,93170900.00,103,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126241,,INDHOTEL,,2026-06-30,2026-06-30,730.00,PE,INDHOTEL26JUN730PE,7.95,11.15,4.90,10.25,8.80,8.10,720.65,10.25,265000,-12000,344,253625450.00,313,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103529,,INDHOTEL,,2026-06-30,2026-06-30,775.00,PE,INDHOTEL26JUN775PE,0.00,0.00,0.00,121.70,0.00,121.70,720.65,54.15,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126251,,INDHOTEL,,2026-06-30,2026-06-30,800.00,PE,INDHOTEL26JUN800PE,0.00,0.00,0.00,70.50,70.50,70.50,720.65,78.75,12000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103749,,INDHOTEL,,2026-07-28,2026-07-28,710.00,PE,INDHOTEL26JUL710PE,11.00,13.25,10.70,12.75,12.00,11.00,720.65,12.75,23000,2000,8,5775350.00,8,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103759,,INDHOTEL,,2026-07-28,2026-07-28,740.00,PE,INDHOTEL26JUL740PE,24.00,26.90,23.45,26.40,26.90,23.65,720.65,26.40,36000,4000,14,10705200.00,14,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103862,,INDHOTEL,,2026-07-28,2026-07-28,780.00,PE,INDHOTEL26JUL780PE,0.00,0.00,0.00,54.10,54.10,54.10,720.65,65.40,11000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106516,,INDHOTEL,,2026-08-25,2026-08-25,610.00,PE,INDHOTEL26AUG610PE,0.00,0.00,0.00,20.90,0.00,20.90,720.65,4.40,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103448,,INDHOTEL,,2026-06-30,2026-06-30,585.00,CE,INDHOTEL26JUN585CE,0.00,0.00,0.00,83.70,0.00,83.70,720.65,136.15,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126228,,INDHOTEL,,2026-06-30,2026-06-30,670.00,CE,INDHOTEL26JUN670CE,56.00,56.00,55.00,55.00,55.00,57.30,720.65,51.60,180000,-4000,4,2903000.00,4,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106545,,INDHOTEL,,2026-08-25,2026-08-25,730.00,CE,INDHOTEL26AUG730CE,0.00,0.00,0.00,22.65,0.00,22.65,720.65,39.40,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103532,,INDHOTEL,,2026-06-30,2026-06-30,795.00,CE,INDHOTEL26JUN795CE,0.00,0.00,0.00,4.90,0.00,4.90,720.65,0.10,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106549,,INDHOTEL,,2026-08-25,2026-08-25,740.00,CE,INDHOTEL26AUG740CE,0.00,0.00,0.00,20.15,0.00,20.15,720.65,34.95,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106535,,INDHOTEL,,2026-08-25,2026-08-25,700.00,PE,INDHOTEL26AUG700PE,0.00,0.00,0.00,64.40,0.00,64.40,720.65,26.65,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106573,,INDHOTEL,,2026-08-25,2026-08-25,780.00,PE,INDHOTEL26AUG780PE,0.00,0.00,0.00,123.55,0.00,123.55,720.65,71.65,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103511,,INDHOTEL,,2026-06-30,2026-06-30,685.00,PE,INDHOTEL26JUN685PE,0.65,0.85,0.15,0.30,0.25,0.30,720.65,0.30,95000,0,34,23300450.00,30,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103733,,INDHOTEL,,2026-07-28,2026-07-28,630.00,PE,INDHOTEL26JUL630PE,0.00,0.00,0.00,1.70,1.70,1.70,720.65,2.70,6000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106514,,INDHOTEL,,2026-08-25,2026-08-25,600.00,PE,INDHOTEL26AUG600PE,0.00,0.00,0.00,17.80,0.00,17.80,720.65,3.40,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106520,,INDHOTEL,,2026-08-25,2026-08-25,630.00,PE,INDHOTEL26AUG630PE,0.00,0.00,0.00,28.15,0.00,28.15,720.65,7.15,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106565,,INDHOTEL,,2026-08-25,2026-08-25,750.00,PE,INDHOTEL26AUG750PE,0.00,0.00,0.00,99.60,0.00,99.60,720.65,52.00,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106571,,INDHOTEL,,2026-08-25,2026-08-25,770.00,PE,INDHOTEL26AUG770PE,0.00,0.00,0.00,115.35,0.00,115.35,720.65,64.75,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106579,,INDHOTEL,,2026-08-25,2026-08-25,800.00,PE,INDHOTEL26AUG800PE,0.00,0.00,0.00,140.40,0.00,140.40,720.65,86.35,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106405,,INDHOTEL,,2026-07-28,2026-07-28,705.00,PE,INDHOTEL26JUL705PE,10.55,10.55,10.55,10.55,10.55,9.75,720.65,20.20,7000,1000,1,715550.00,1,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103474,,INDHOTEL,,2026-06-30,2026-06-30,605.00,CE,INDHOTEL26JUN605CE,0.00,0.00,0.00,69.10,0.00,69.10,720.65,116.20,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126222,,INDHOTEL,,2026-06-30,2026-06-30,640.00,CE,INDHOTEL26JUN640CE,0.00,0.00,0.00,89.00,89.00,89.00,720.65,81.20,56000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126242,,INDHOTEL,,2026-06-30,2026-06-30,740.00,CE,INDHOTEL26JUN740CE,2.00,2.80,0.45,0.55,0.55,2.00,720.65,0.55,261000,-18000,583,432254350.00,446,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106234,,INDHOTEL,,2026-07-28,2026-07-28,595.00,CE,INDHOTEL26JUL595CE,0.00,0.00,0.00,79.75,0.00,79.75,720.65,129.90,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106513,,INDHOTEL,,2026-08-25,2026-08-25,600.00,CE,INDHOTEL26AUG600CE,0.00,0.00,0.00,83.80,0.00,83.80,720.65,130.65,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106529,,INDHOTEL,,2026-08-25,2026-08-25,680.00,CE,INDHOTEL26AUG680CE,0.00,0.00,0.00,39.60,0.00,39.60,720.65,67.40,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,125992,,INDHOTEL,,2026-06-30,2026-06-30,540.00,PE,INDHOTEL26JUN540PE,0.10,0.10,0.10,0.10,0.10,0.10,720.65,0.00,9000,1000,2,1080200.00,2,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,125994,,INDHOTEL,,2026-06-30,2026-06-30,550.00,PE,INDHOTEL26JUN550PE,0.00,0.00,0.00,0.05,0.05,0.05,720.65,0.00,23000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103505,,INDHOTEL,,2026-06-30,2026-06-30,675.00,PE,INDHOTEL26JUN675PE,0.25,0.25,0.25,0.25,0.25,0.45,720.65,0.60,107000,-1000,3,2025750.00,2,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126237,,INDHOTEL,,2026-06-30,2026-06-30,710.00,PE,INDHOTEL26JUN710PE,1.10,1.55,0.70,1.50,0.95,1.45,720.65,1.50,129000,-123000,231,164282700.00,150,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103521,,INDHOTEL,,2026-06-30,2026-06-30,735.00,PE,INDHOTEL26JUN735PE,12.95,12.95,11.10,12.00,12.00,16.35,720.65,19.70,31000,-4000,8,5973900.00,8,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126249,,INDHOTEL,,2026-06-30,2026-06-30,780.00,PE,INDHOTEL26JUN780PE,0.00,0.00,0.00,57.80,57.80,57.80,720.65,59.00,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103684,,INDHOTEL,,2026-07-28,2026-07-28,560.00,PE,INDHOTEL26JUL560PE,0.15,2.85,0.15,1.80,1.80,9.50,720.65,0.15,0,0,4,2244950.00,4,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106512,,INDHOTEL,,2026-08-25,2026-08-25,590.00,PE,INDHOTEL26AUG590PE,0.00,0.00,0.00,15.05,0.00,15.05,720.65,2.55,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103484,,INDHOTEL,,2026-06-30,2026-06-30,615.00,CE,INDHOTEL26JUN615CE,0.00,0.00,0.00,62.40,0.00,62.40,720.65,106.20,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103514,,INDHOTEL,,2026-06-30,2026-06-30,705.00,CE,INDHOTEL26JUN705CE,17.20,17.20,17.20,17.20,17.20,22.20,720.65,17.20,95000,0,1,722200.00,1,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103522,,INDHOTEL,,2026-06-30,2026-06-30,745.00,CE,INDHOTEL26JUN745CE,1.15,1.80,0.30,0.30,0.30,1.15,720.65,0.30,168000,-15000,122,91004350.00,92,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,45806,,INDHOTEL,,2026-06-30,2026-06-30,810.00,CE,INDHOTEL26JUN810CE,0.00,0.00,0.00,5.00,0.00,5.00,720.65,0.05,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103752,,INDHOTEL,,2026-07-28,2026-07-28,720.00,CE,INDHOTEL26JUL720CE,26.10,29.00,22.00,23.50,24.25,25.65,720.65,23.50,133000,33000,82,61193700.00,62,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106422,,INDHOTEL,,2026-07-28,2026-07-28,735.00,CE,INDHOTEL26JUL735CE,16.40,16.40,16.40,16.40,16.40,9.40,720.65,24.95,4000,1000,1,751400.00,1,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106519,,INDHOTEL,,2026-08-25,2026-08-25,630.00,CE,INDHOTEL26AUG630CE,0.00,0.00,0.00,64.60,0.00,64.60,720.65,104.75,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126207,,INDHOTEL,,2026-06-30,2026-06-30,610.00,PE,INDHOTEL26JUN610PE,0.05,0.05,0.05,0.05,0.05,0.25,720.65,0.05,22000,-1000,1,610050.00,1,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126223,,INDHOTEL,,2026-06-30,2026-06-30,640.00,PE,INDHOTEL26JUN640PE,0.10,0.10,0.05,0.05,0.05,0.10,720.65,0.05,171000,-4000,4,2560250.00,3,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126233,,INDHOTEL,,2026-06-30,2026-06-30,690.00,PE,INDHOTEL26JUN690PE,0.45,0.80,0.10,0.25,0.30,0.40,720.65,0.25,373000,-32000,77,53152250.00,45,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103527,,INDHOTEL,,2026-06-30,2026-06-30,765.00,PE,INDHOTEL26JUN765PE,0.00,0.00,0.00,113.05,0.00,113.05,720.65,44.65,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103531,,INDHOTEL,,2026-06-30,2026-06-30,785.00,PE,INDHOTEL26JUN785PE,0.00,0.00,0.00,130.55,0.00,130.55,720.65,63.90,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103533,,INDHOTEL,,2026-06-30,2026-06-30,795.00,PE,INDHOTEL26JUN795PE,0.00,0.00,0.00,139.50,0.00,139.50,720.65,73.75,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106237,,INDHOTEL,,2026-07-28,2026-07-28,605.00,PE,INDHOTEL26JUL605PE,0.00,0.00,0.00,14.10,0.00,14.10,720.65,1.05,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103753,,INDHOTEL,,2026-07-28,2026-07-28,720.00,PE,INDHOTEL26JUL720PE,13.95,17.55,13.00,17.15,15.85,14.90,720.65,17.15,103000,40000,106,77947500.00,89,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103757,,INDHOTEL,,2026-07-28,2026-07-28,730.00,PE,INDHOTEL26JUL730PE,16.60,21.45,16.60,20.95,21.05,19.55,720.65,20.95,92000,11000,50,37440850.00,48,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103872,,INDHOTEL,,2026-07-28,2026-07-28,790.00,PE,INDHOTEL26JUL790PE,0.00,0.00,0.00,136.40,0.00,136.40,720.65,73.30,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106502,,INDHOTEL,,2026-08-25,2026-08-25,540.00,PE,INDHOTEL26AUG540PE,0.00,0.00,0.00,5.50,0.00,5.50,720.65,0.50,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106574,,INDHOTEL,,2026-08-25,2026-08-25,790.00,CE,INDHOTEL26AUG790CE,0.00,0.00,0.00,10.70,0.00,10.70,720.65,18.20,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126229,,INDHOTEL,,2026-06-30,2026-06-30,670.00,PE,INDHOTEL26JUN670PE,0.20,0.30,0.15,0.20,0.20,0.25,720.65,0.20,99000,-22000,33,22116250.00,20,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103473,,INDHOTEL,,2026-06-30,2026-06-30,595.00,PE,INDHOTEL26JUN595PE,0.00,0.00,0.00,2.30,2.30,2.30,720.65,0.00,6000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106341,,INDHOTEL,,2026-07-28,2026-07-28,645.00,CE,INDHOTEL26JUL645CE,0.00,0.00,0.00,47.25,0.00,47.25,720.65,83.90,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103746,,INDHOTEL,,2026-07-28,2026-07-28,700.00,CE,INDHOTEL26JUL700CE,40.50,40.50,35.35,36.40,37.95,38.10,720.65,36.40,216000,6000,23,16955100.00,21,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106404,,INDHOTEL,,2026-07-28,2026-07-28,705.00,CE,INDHOTEL26JUL705CE,0.00,0.00,0.00,11.85,11.85,11.85,720.65,40.05,1000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103758,,INDHOTEL,,2026-07-28,2026-07-28,740.00,CE,INDHOTEL26JUL740CE,18.00,18.00,13.50,14.35,14.70,16.30,720.65,14.35,68000,33000,65,49124300.00,58,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STF,62615,,INDHOTEL,,2026-06-30,2026-06-30,,,INDHOTEL26JUNFUT,724.85,732.45,720.00,721.65,725.05,727.10,720.65,721.65,7981000,-6361000,7361,5347494800.00,6117,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103492,,INDHOTEL,,2026-06-30,2026-06-30,655.00,CE,INDHOTEL26JUN655CE,0.00,0.00,0.00,40.00,40.00,40.00,720.65,66.30,30000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103518,,INDHOTEL,,2026-06-30,2026-06-30,725.00,CE,INDHOTEL26JUN725CE,5.25,9.60,2.65,3.40,4.15,7.05,720.65,3.40,170000,-7000,510,372659150.00,438,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106238,,INDHOTEL,,2026-07-28,2026-07-28,615.00,CE,INDHOTEL26JUL615CE,0.00,0.00,0.00,65.55,0.00,65.55,720.65,110.90,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106569,,INDHOTEL,,2026-08-25,2026-08-25,760.00,PE,INDHOTEL26AUG760PE,0.00,0.00,0.00,107.40,0.00,107.40,720.65,58.20,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106544,,INDHOTEL,,2026-08-25,2026-08-25,720.00,PE,INDHOTEL26AUG720PE,0.00,0.00,0.00,77.70,0.00,77.70,720.65,35.65,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106510,,INDHOTEL,,2026-08-25,2026-08-25,580.00,PE,INDHOTEL26AUG580PE,0.00,0.00,0.00,12.55,0.00,12.55,720.65,1.90,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103745,,INDHOTEL,,2026-07-28,2026-07-28,690.00,PE,INDHOTEL26JUL690PE,5.90,7.15,5.40,6.90,6.65,6.10,720.65,6.90,30000,-1000,15,10439450.00,15,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106340,,INDHOTEL,,2026-07-28,2026-07-28,635.00,PE,INDHOTEL26JUL635PE,0.00,0.00,0.00,24.30,0.00,24.30,720.65,3.20,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103686,,INDHOTEL,,2026-07-28,2026-07-28,570.00,PE,INDHOTEL26JUL570PE,0.00,0.00,0.00,11.55,0.00,11.55,720.65,0.25,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,45803,,INDHOTEL,,2026-06-30,2026-06-30,790.00,PE,INDHOTEL26JUN790PE,0.00,0.00,0.00,61.20,61.20,61.20,720.65,68.80,5000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103760,,INDHOTEL,,2026-07-28,2026-07-28,750.00,CE,INDHOTEL26JUL750CE,11.00,14.20,10.30,11.15,11.30,12.45,720.65,11.15,175000,33000,84,64039900.00,76,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106443,,INDHOTEL,,2026-07-28,2026-07-28,795.00,CE,INDHOTEL26JUL795CE,3.80,3.80,2.90,2.95,2.90,5.20,720.65,2.95,5000,5000,11,8780650.00,11,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103466,,INDHOTEL,,2026-06-30,2026-06-30,595.00,CE,INDHOTEL26JUN595CE,0.00,0.00,0.00,76.25,0.00,76.25,720.65,126.20,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126224,,INDHOTEL,,2026-06-30,2026-06-30,650.00,CE,INDHOTEL26JUN650CE,76.50,76.50,71.00,71.00,71.00,75.50,720.65,71.00,239000,-6000,6,4341000.00,4,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126244,,INDHOTEL,,2026-06-30,2026-06-30,750.00,CE,INDHOTEL26JUN750CE,0.85,1.10,0.15,0.20,0.15,0.80,720.65,0.20,476000,-97000,755,566574350.00,411,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,36739,,INDHOTEL,,2026-06-30,2026-06-30,770.00,CE,INDHOTEL26JUN770CE,0.15,0.15,0.05,0.10,0.10,0.15,720.65,0.10,71000,-5000,9,6931000.00,8,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103528,,INDHOTEL,,2026-06-30,2026-06-30,775.00,CE,INDHOTEL26JUN775CE,0.00,0.00,0.00,6.90,0.00,6.90,720.65,0.45,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126250,,INDHOTEL,,2026-06-30,2026-06-30,800.00,CE,INDHOTEL26JUN800CE,0.00,0.00,0.00,0.50,0.50,0.50,720.65,0.05,5000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103725,,INDHOTEL,,2026-07-28,2026-07-28,610.00,CE,INDHOTEL26JUL610CE,0.00,0.00,0.00,73.95,0.00,73.95,720.65,115.60,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103744,,INDHOTEL,,2026-07-28,2026-07-28,690.00,CE,INDHOTEL26JUL690CE,49.00,50.10,46.00,46.00,46.00,12.00,720.65,49.40,6000,5000,6,4430100.00,5,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,103859,,INDHOTEL,,2026-07-28,2026-07-28,770.00,CE,INDHOTEL26JUL770CE,7.10,7.25,5.80,5.90,6.70,6.85,720.65,5.90,46000,17000,38,29510300.00,29,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106509,,INDHOTEL,,2026-08-25,2026-08-25,580.00,CE,INDHOTEL26AUG580CE,0.00,0.00,0.00,98.25,0.00,98.25,720.65,148.95,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106521,,INDHOTEL,,2026-08-25,2026-08-25,640.00,CE,INDHOTEL26AUG640CE,0.00,0.00,0.00,58.90,0.00,58.90,720.65,96.60,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106523,,INDHOTEL,,2026-08-25,2026-08-25,650.00,CE,INDHOTEL26AUG650CE,0.00,0.00,0.00,53.55,0.00,53.55,720.65,88.80,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106525,,INDHOTEL,,2026-08-25,2026-08-25,660.00,CE,INDHOTEL26AUG660CE,0.00,0.00,0.00,48.55,0.00,48.55,720.65,81.35,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106531,,INDHOTEL,,2026-08-25,2026-08-25,690.00,CE,INDHOTEL26AUG690CE,0.00,0.00,0.00,35.60,0.00,35.60,720.65,61.00,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106553,,INDHOTEL,,2026-08-25,2026-08-25,750.00,CE,INDHOTEL26AUG750CE,0.00,0.00,0.00,17.85,0.00,17.85,720.65,30.90,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106576,,INDHOTEL,,2026-08-25,2026-08-25,800.00,CE,INDHOTEL26AUG800CE,0.00,0.00,0.00,9.40,0.00,9.40,720.65,15.80,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,126253,,INDHOTEL,,2026-06-30,2026-06-30,820.00,PE,INDHOTEL26JUN820PE,0.00,0.00,0.00,235.40,0.00,235.40,720.65,98.70,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106235,,INDHOTEL,,2026-07-28,2026-07-28,595.00,PE,INDHOTEL26JUL595PE,0.00,0.00,0.00,1.10,1.10,1.10,720.65,0.70,1000,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106397,,INDHOTEL,,2026-07-28,2026-07-28,675.00,PE,INDHOTEL26JUL675PE,3.50,3.85,3.30,3.85,3.85,12.00,720.65,10.25,14000,12000,14,9498100.00,10,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106532,,INDHOTEL,,2026-08-25,2026-08-25,690.00,PE,INDHOTEL26AUG690PE,0.00,0.00,0.00,58.25,0.00,58.25,720.65,22.75,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106542,,INDHOTEL,,2026-08-25,2026-08-25,710.00,PE,INDHOTEL26AUG710PE,0.00,0.00,0.00,70.90,0.00,70.90,720.65,30.95,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,106587,,INDHOTEL,,2026-08-25,2026-08-25,840.00,PE,INDHOTEL26AUG840PE,0.00,0.00,0.00,175.85,0.00,175.85,720.65,118.75,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,125995,,INDHOTEL,,2026-06-30,2026-06-30,560.00,CE,INDHOTEL26JUN560CE,0.00,0.00,0.00,50.05,0.00,50.05,720.65,161.15,0,0,0,0.00,0,F1,1000,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,108398,,JINDALSTEL,,2026-07-28,2026-07-28,920.00,CE,JINDALSTEL26JUL920CE,0.00,0.00,0.00,361.80,0.00,361.80,1059.50,149.40,0,0,0,0.00,0,F1,625,,,,,
2026-06-25,2026-06-25,FO,NSE,STO,108153,,JINDALSTEL,,2026-06-30,2026-06-30,1030.00,PE,JINDALSTEL26JUN1030PE,1.70,2.20,1.70,2.10,2.10,0.85,1059.50,2.10,8750,2500,8,5159531.25,6,F1,625,,,,,
